STL,English,Type
"always ( fall (U Q h e o h n 7 d == 2033.7) or Q k 3 6 i == 79 -> historically [0:10] (G y h X D > 5) )","It is always the case that in case that the transition action that the value of signal U Q h e o h n 7 d starts not equaling to 2033.7 takes place, or Q k 3 6 i is set to 79 then the following condition holds: the value of signal G y h X D will be above 5 and consecutively this scenario has been remaining for the past 10 time units.","temporal_response"
"always ( fall (d 1 X 5 G i E M g p == 92) or D n W U 5 == 10 -> historically [0:1.6] (O 2 M 5 s t 7 G I > 77) )","Whenever the scenario that d 1 X 5 G i E M g p starts deviating from 92 occurs or D n W U 5 is 10, then the following condition is true: O 2 M 5 s t 7 G I has to be larger than 77 then this scenario must uninterruptedly keep within the elapsed 1.6 time units.","temporal_response"
"eventually [0:90] (c 1 U _ u == 27)","There needs to finally exist a certain time instant within the first 90 time units, at which the value of c 1 U _ u shall be 27.","invariance_reachability"
"eventually [0:7] (T s == 5.4)","There has to be a time after at most 7 time units, at which eventually the value of signal T s ought to be 5.4.","invariance_reachability"
"eventually [0:2] (Y o _ O i == 26)","The value of signal Y o _ O i will settle to 26 eventually at a certain time point starting at most 2 time units.","invariance_reachability"
"eventually [0:3.6] (m N M v Y A 0 A == 11)","m N M v Y A 0 A will have to be eventually 11 at a time after at most 3.6 time units.","invariance_reachability"
"eventually [0:24] (K 4 x == 48)","Ultimately at sometime during the first 24 time units, the value of K 4 x must be equal to 48.","invariance_reachability"
"always ( rise (q 4 7 n r Y N < 3.06) -> eventually (always [0:29] (V Q s c y E 2 >= 7)) )","As soon as the transition action that q 4 7 n r Y N drops below 3.06 occurs, then the following condition is true: ultimately at a certain time instant in the future before the end of the execution the V Q s c y E 2 signal shall be no less than 7 and then continuously this condition must sustain for every time instant during the following 29 time units.","stabilization_recurrence"
"always ( rise (u < 8.87) -> eventually (always [0:2] (X X >= 8)) )","Globally, in case that the event that u gets below 8.87 gets detected then the following condition is true: there will exist sometime in the future before the end of the execution eventually, after which X X has to be greater than or equal to 8 and then will hold like this all the time for each time instant within the following 2 time units.","stabilization_recurrence"
"always ( rise (K h e < 3) -> eventually (always [0:24] (Y _ >= 2083)) )","If the scenario that the K h e signal goes below 3 gets observed then all of the following conditions hold: there will be a certain time point in the future before the execution ends finally, after which the Y _ signal needs to be greater than or equal to 2083 and then has to keep like this all the time in the subsequent 24 time units.","stabilization_recurrence"
"always ( rise (H v X U a O o R < 7) -> eventually (always [0:40] (N q 2 5 7 K _ C c >= 1)) )","If the scenario that the value of signal H v X U a O o R becomes lower than 7 takes place then eventually there has to exist a time in the future before the end of the simulation, after which the N q 2 5 7 K _ C c signal will be greater than or equal to 1 then this condition must sustain without interruption for each time instant in the following 40 time units.","stabilization_recurrence"
"always ( rise (M 3 5 F < 4) -> eventually (always [0:69.58] (M l 3 j e 2 v >= 1.62)) )","It is always the case that if the transition action that the value of signal M 3 5 F drops below 4 takes place, then ultimately there exists a certain time instant in the future, after which M l 3 j e 2 v is uninterruptedly greater than or equal to 1.62 for each time point in the following 69.58 time units.","stabilization_recurrence"
"always [0:6.55] (not rise (P p q y >= 2 and P p q y <= 9))","P p q y shall uninterruptedly not settle inside the bound [2, 9] for each time instant during the first 6.55 time units.","invariance_reachability"
"always [0:1.9] (not rise (z r E u 0 >= 9 and z r E u 0 <= 64))","For each time instant during the first 1.9 time units z r E u 0 shall uninterruptedly not settle inside the bound [9, 64].","invariance_reachability"
"always [0:3] (not rise (I X 0 J O Q e 8 >= 4 and I X 0 J O Q e 8 <= 7))","For each moment within the first 3 time units the scenario that the I X 0 J O Q e 8 signal enters the range [4, 7] does not get detected.","invariance_reachability"
"always [0:3.8] (not rise (m Q N q 5 >= 50.8 and m Q N q 5 <= 58.5))","The event that the m Q N q 5 signal enters the range [50.8, 58.5] should uninterruptedly not occur for each time point in the first 3.8 time units.","invariance_reachability"
"always [0:5.18] (not rise (r 1 t G v b O _ A >= 2470 and r 1 t G v b O _ A <= 2880))","For more than 5.18 time units, consistently the transition action that the r 1 t G v b O _ A signal enters the region [2470, 2880] should not be observed.","invariance_reachability"
"always ( fall (r == q T x _ H Z Q L) -> c M K c N 2 F E Z T > 9 )","Globally, if the event that the mode of signal r begins deviating from q T x _ H Z Q L is detected, then in response promptly the value of c M K c N 2 F E Z T needs to be above 9.","immediate_response"
"always ( fall (L f k k E == K x r H J) -> M p > 993.4 )","Globally, in case that the event that the state of L f k k E starts deviating from K x r H J occurs then the following condition is true: instantly the M p signal needs to be greater than 993.4.","immediate_response"
"always ( fall (d S K W Y L e r r == n h f 7 c) -> m F q X I h 7 j T > 9 )","Globally, when the scenario that d S K W Y L e r r begins deviating from n h f 7 c takes place, then all of the following conditions are true: the value of m F q X I h 7 j T will have to be bigger than 9 instantly.","immediate_response"
"always ( fall (_ k j == U o 5 H b G) -> J 8 T H 2 g U > 1470 )","In the case the _ k j signal becomes not set to U o 5 H b G then the following condition is true: the J 8 T H 2 g U signal ought to be greater than 1470 at the same moment.","immediate_response"
"always ( fall (P == g T 3 m) -> K q Y V z t _ 8 S > 1 )","When the scenario that the mode of P leaves g T 3 m gets detected then the following condition holds: the value of K q Y V z t _ 8 S will have to be larger than 1 in no time.","immediate_response"
"eventually [0:88] (rise (M N R 7 7 l C > 72))","At sometime starting at most 88 time units the scenario that the value of M N R 7 7 l C becomes greater than 72 eventually gets detected.","invariance_reachability"
"eventually [0:21] (rise (x L > 762.66))","There should exist a certain time point within the first 21 time units, at which finally the transition action that the x L signal becomes greater than 762.66 needs to be detected.","invariance_reachability"
"eventually [0:32.6] (rise (T t i G R 0 H 0 k y > 2294))","There ought to be a certain moment after at most 32.6 time units, at which the event that the value of signal T t i G R 0 H 0 k y increases above 2294 will have to be detected.","invariance_reachability"
"eventually [0:1951] (rise (C d S e V > 4))","There exists a certain moment starting at most 1951 time units, at which ultimately C d S e V shall jump to larger than 4.","invariance_reachability"
"eventually [0:4] (rise (P 9 w E j r 3 X > 1100))","The event that the P 9 w E j r 3 X signal goes above 1100 shall be detected at sometime within 4 time units.","invariance_reachability"
"always ( rise (G E R < 2346) or (P n i 6 X k C C > 75.6 and P n i 6 X k C C <= 94.93) -> k I V _ O r 4 F h Y > 2707 and k I V _ O r 4 F h Y < 2814 )","Globally, everytime when the transition action that G E R becomes below 2346 happens, or P n i 6 X k C C is higher than 75.6 and less than or equal to 94.93, then all of the following conditions hold: the value of k I V _ O r 4 F h Y ought to be above 2707 and less than 2814 at the same time.","immediate_response"
"always ( rise (C C u < 18.5) or (s 5 a _ K E K 0 R 7 > 7 and s 5 a _ K E K 0 R 7 <= 8) -> O d l l H 4 E y K f > 8 and O d l l H 4 E y K f < 10 )","Globally, when the event that the value of signal C C u becomes less than 18.5 is detected or s 5 a _ K E K 0 R 7 is higher than 7 and less than or equal to 8, then all of the following conditions are true: at once the O d l l H 4 E y K f signal shall be above 8 and lower than 10.","immediate_response"
"always ( rise (J v H R X l n 4 < 1403) or (N R 4 9 > 87.3 and N R 4 9 <= 95.9) -> M f M J G n > 0 and M f M J G n < 10 )","If the J v H R X l n 4 signal gets below 1403, or N R 4 9 is higher than 87.3 and less than or equal to 95.9 then the following condition is true: right away the M f M J G n signal shall be above 0 and less than 10.","immediate_response"
"always ( rise (L f _ A Q a < 8) or (q p y > 2775 and q p y <= 2923) -> b I r T 6 3 > 538 and b I r T 6 3 < 2019 )","It is always the case that in case that the event that the value of L f _ A Q a goes down to lower than 8 happens or q p y is higher than 2775 and less than or equal to 2923 then the following condition is true: at the same time point the b I r T 6 3 signal is greater than 538 and lower than 2019.","immediate_response"
"always ( rise (L K < 1685.07) or (U 8 G d t G f X > 2279 and U 8 G d t G f X <= 2788) -> Z Y F i > 1 and Z Y F i < 25 )","Whenever the value of signal L K decreases below 1685.07 or U 8 G d t G f X is higher than 2279 and less than or equal to 2788, then all of the following conditions hold: at the same time instant the value of Z Y F i should be above 1 and smaller than 25.","immediate_response"
"always [0:1524] (Y y <= 3 or u e v I Q Z 2 Y 9 X == 1508.58)","For more than 1524 time units, consecutively the value of signal Y y needs to stay less than or equal to 3, or u e v I Q Z 2 Y 9 X shall remain equal to 1508.58 without interruption.","invariance_reachability"
